Customer,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,State,Gender
WU60905,High School or Below,861066,0,111,0,Corporate Auto,SUV,532,California,F
YM18992,College,283464,24506,71,0,Personal Auto,Two-Door Car,511,California,F
PD55753,High School or Below,893013,0,82,0,Personal Auto,Four-Door Car,554,Oregon,M
KU56006,College,553638,52220,70,1,Personal Auto,Four-Door Car,336,Arizona,F
MJ69973,High School or Below,284085,0,74,0,Personal Auto,Two-Door Car,402,Arizona,M
TW43626,College,808288,53554,67,0,Personal Auto,Four-Door Car,327,California,M
XX84133,Bachelor,525473,34476,67,1,Corporate Auto,Four-Door Car,5,California,M
ZW84453,Bachelor,511623,0,70,0,Personal Auto,Four-Door Car,131,Arizona,F
HO29524,College,303464,68205,76,0,Personal Auto,Two-Door Car,99,California,M
VE89726,High School or Below,802489,0,119,1,Personal Auto,SUV,856,California,F
GE87503,High School or Below,1821114,53690,154,0,Personal Auto,SUV,739,California,M
PX90263,High School or Below,512156,0,72,0,Personal Auto,Four-Door Car,518,Oregon,M
NI17718,High School or Below,215017,0,61,0,Personal Auto,Four-Door Car,292,California,F
FY32213,High School or Below,559538,74454,71,0,Personal Auto,Four-Door Car,340,California,F
RZ13254,Bachelor,756282,0,73,0,Personal Auto,Four-Door Car,350,Nevada,F
GN45013,High School or Below,538585,29664,71,0,Personal Auto,Four-Door Car,340,Oregon,M
NM39588,Doctor,267805,72450,66,0,Corporate Auto,Four-Door Car,84,Washington,F
KU84464,Bachelor,942256,47272,79,3,Personal Auto,Four-Door Car,64,Nevada,F
YH43527,College,360586,21585,92,0,Corporate Auto,Four-Door Car,441,Oregon,F
RO30676,College,776259,23827,106,2,Personal Auto,Four-Door Car,37,California,F
QL59704,College,2344490,69906,74,2,Corporate Auto,Four-Door Car,202,Arizona,F
QH19450,High School or Below,255817,0,72,0,Corporate Auto,Four-Door Car,345,California,F
SA54664,Master,265438,73196,66,1,Personal Auto,Four-Door Car,85,Washington,M
CI38330,Bachelor,254978,72217,6464,0,Personal Auto,Four-Door Car,91,Washington,M
WB38524,High School or Below,296959,46131,74,0,Personal Auto,Two-Door Car,355,California,M
CE56187,Master,436312,54514,109,3,Personal Auto,SUV,286,Oregon,F
JL19416,High School or Below,588430,0,161,0,Personal Auto,SUV,1159,California,F
JZ61422,College,527219,96668,66,0,Personal Auto,Four-Door Car,316,Nevada,F
LA13377,Doctor,550989,78879,69,1,Personal Auto,Four-Door Car,466,California,M
NC99948,College,1631368,0,69,0,Personal Auto,Four-Door Car,331,Nevada,M
QD34785,Bachelor,567805,0,76,0,Personal Auto,Four-Door Car,364,Arizona,F
RO26085,Bachelor,1210120,0,112,0,Personal Auto,Luxury,1252,California,F
ES57969,Bachelor,245357,29735,69,0,Personal Auto,Four-Door Car,331,Oregon,M
JK55587,High School or Below,507566,23082,65,0,Special Auto,Four-Door Car,312,California,M
RN97635,Bachelor,321497,53984,80,0,Corporate Auto,Four-Door Car,421,Arizona,M
BI76326,College,1227534,52135,156,0,Personal Auto,SUV,430,California,F
JA34909,College,272221,17576,71,0,Corporate Auto,Four-Door Car,398,California,F
OJ90342,Bachelor,245744,29486,62,0,Personal Auto,Four-Door Car,7,Oregon,F
CM88932,Master,355484,58557,88,0,Corporate Auto,Four-Door Car,55,Oregon,F
JJ97525,Bachelor,492954,25632,63,0,Personal Auto,Two-Door Car,351,California,M
XV21647,High School or Below,803645,0,112,0,Personal Auto,Luxury,806,California,F
MC83487,Bachelor,427691,18768,68,3,Corporate Auto,Four-Door Car,647,Arizona,M
BL90769,Bachelor,3347334,33190,106,0,Personal Auto,SUV,508,California,F
CR57148,Master,596058,47945,74,0,Personal Auto,Two-Door Car,128,Oregon,F
CP85232,College,4479546,58778,126,0,Special Auto,SUV,302,Arizona,M
YL74732,High School or Below,383211,15192,100,0,Personal Auto,SUV,480,California,F
FG16766,Bachelor,683793,51859,171,0,Personal Auto,SUV,1003,California,F
NV55438,High School or Below,528526,23422,72,0,Personal Auto,Two-Door Car,518,Nevada,F
RM10880,College,309651,21604,79,0,Corporate Auto,Four-Door Car,379,California,F
GL56175,College,358971,79298,90,0,Personal Auto,Four-Door Car,244,Arizona,M
UK52289,Bachelor,258240,76731,64,0,Special Auto,Four-Door Car,201,Arizona,F
OT85112,College,340391,38460,88,1,Personal Auto,Four-Door Car,91,Washington,M
BC62782,College,1357567,48534,115,1,Personal Auto,SUV,552,Arizona,F
TI19722,Doctor,343613,30817,88,0,Corporate Auto,Four-Door Car,91,Washington,M
JP30654,College,2868582,48412,104,0,Personal Auto,SUV,707,Oregon,F
UM45563,Bachelor,450267,68798,114,0,Personal Auto,SUV,92,Washington,M
EN60878,Bachelor,618311,23712,85,0,Personal Auto,Four-Door Car,376,Oregon,M
JF36291,College,387364,28142,105,0,Personal Auto,Luxury,701,California,M
BK59444,Master,1892933,72196,68,0,Personal Auto,Four-Door Car,152,California,F
MK70700,Master,555329,68197,69,0,Personal Auto,Four-Door Car,176,California,M
IW71076,Bachelor,501125,75248,63,0,Corporate Auto,Four-Door Car,104,California,M
AP98768,College,1044244,0,98,0,Personal Auto,Four-Door Car,941,California,F
OM24164,Bachelor,219961,0,65,1,Personal Auto,Two-Door Car,468,Nevada,M
HR85211,Master,512317,89879,63,0,Personal Auto,Two-Door Car,94,Washington,F
VC87846,High School or Below,748431,46998,96,0,Corporate Auto,Four-Door Car,460,Oregon,M
ZM92052,Bachelor,261302,57099,67,0,Personal Auto,Two-Door Car,67,Oregon,M
ON73702,Bachelor,908063,33897,114,0,Corporate Auto,SUV,539,Arizona,F
QQ90441,High School or Below,1377097,59207,116,0,Personal Auto,Four-Door Car,556,Nevada,F
HU35721,High School or Below,287682,40171,73,0,Personal Auto,Four-Door Car,350,Oregon,M
YP47665,Doctor,540891,80192,67,0,Personal Auto,Four-Door Car,95,Washington,M
FU99476,High School or Below,677030,74422,85,1,Personal Auto,Four-Door Car,95,Washington,M
AG85615,College,2414387,0,87,0,Special Auto,Four-Door Car,626,Oregon,M
OY74069,College,353805,0,67,5,Personal Auto,Four-Door Car,321,Arizona,F
DJ91267,Bachelor,2909123,34226,244,0,Personal Auto,Luxury,494,Nevada,F
KB72438,High School or Below,1983420,65989,123,1,Personal Auto,SUV,115,California,F
TR67616,High School or Below,473136,30686,61,0,Corporate Auto,Four-Door Car,19,Oregon,M
GF65731,Master,3553784,0,113,0,Personal Auto,Luxury,799,California,F
HB67642,High School or Below,3461137,20090,109,0,Personal Auto,Luxury,523,Arizona,F
DP84567,High School or Below,2021630,0,183,0,Personal Auto,Luxury,878,California,M
VV77534,College,1397651,77094,176,0,Personal Auto,SUV,444,Oregon,M
GL67540,College,590408,97413,73,0,Personal Auto,Four-Door Car,268,California,F
SV50502,Master,559583,79189,69,0,Corporate Auto,Four-Door Car,331,Oregon,F
UK59698,High School or Below,229430,0,62,0,Personal Auto,Two-Door Car,297,California,F
OA57352,College,627391,18577,86,0,Personal Auto,Four-Door Car,412,Arizona,F
ZF84449,College,372672,0,112,1,Special Auto,Luxury,806,Oregon,F
AX86150,High School or Below,265671,62777,67,0,Personal Auto,Two-Door Car,101,Washington,M
HG39060,Bachelor,511068,0,74,0,Corporate Auto,Four-Door Car,532,Oregon,M
EM29359,College,712659,17483,183,0,Personal Auto,Luxury,1317,Nevada,M
SF57173,Master,460163,84394,114,0,Personal Auto,SUV,691,Oregon,M
OT47603,College,915523,0,127,0,Personal Auto,Luxury,804,Oregon,M
SW31412,College,1480805,41440,62,1,Personal Auto,Four-Door Car,297,Oregon,F
JS36322,High School or Below,890167,0,136,1,Personal Auto,Luxury,1090,Arizona,M
RE81445,College,573459,98132,71,0,Personal Auto,Two-Door Car,50,Oregon,F
RM24280,High School or Below,417769,0,112,0,Personal Auto,Four-Door Car,537,Oregon,F
LC25393,Bachelor,2777628,88220,230,0,Personal Auto,Luxury,151,California,M
UX38930,Master,1036434,58327,129,0,Personal Auto,SUV,347,Arizona,F
HD95496,Master,785190,25950,66,0,Personal Auto,Two-Door Car,271,Oregon,M
RX24650,High School or Below,477294,20993,133,0,Corporate Auto,SUV,638,Oregon,M
DW19309,High School or Below,1422650,65726,177,0,Corporate Auto,SUV,849,Oregon,M
MT41386,Bachelor,287543,84768,72,0,Personal Auto,Two-Door Car,110,Washington,M
WZ40465,Bachelor,504129,36234,63,0,Personal Auto,Four-Door Car,113,Washington,F
DB42794,College,436293,58842,110,0,Personal Auto,Four-Door Car,528,California,M
JB50798,Master,962452,25629,124,2,Corporate Auto,Luxury,595,Oregon,F
IP69763,College,2191440,77311,181,0,Personal Auto,SUV,113,Washington,F
TE35785,Doctor,694842,0,196,2,Personal Auto,Luxury,1337,California,M
HX74855,High School or Below,247152,95697,61,0,Personal Auto,Two-Door Car,114,Washington,M
QN65180,Bachelor,2190391,22254,79,0,Personal Auto,Four-Door Car,125,Oregon,F
GE47180,High School or Below,902882,65974,113,0,Personal Auto,Luxury,235,Nevada,M
VQ38776,College,530375,0,76,0,Personal Auto,Four-Door Car,395,Oregon,F
BH86846,High School or Below,2070825,92079,65,1,Corporate Auto,Four-Door Car,114,Washington,M
IN17648,High School or Below,512376,0,74,0,Personal Auto,Two-Door Car,772,Nevada,M
DF95759,College,949234,0,132,0,Personal Auto,SUV,633,Oregon,M
QG45324,High School or Below,820486,0,73,0,Personal Auto,Four-Door Car,350,Oregon,F
MN61620,College,987729,67752,131,4,Personal Auto,Luxury,168,Arizona,F
YH86390,Bachelor,481500,25398,64,0,Corporate Auto,Four-Door Car,307,California,F
FY13480,High School or Below,627701,0,88,0,Personal Auto,Four-Door Car,633,California,M
YH61661,High School or Below,826063,33321,105,0,Special Auto,SUV,504,California,M
NL93182,Bachelor,254945,0,78,0,Corporate Auto,Four-Door Car,845,Nevada,M
LN31673,College,1131808,38923,99,2,Personal Auto,Four-Door Car,115,Washington,F
WE68644,Bachelor,380392,20325,100,0,Personal Auto,Luxury,668,Oregon,F
EZ30498,Bachelor,863540,13129,117,0,Personal Auto,SUV,700,Oregon,M
QY74517,High School or Below,551055,0,73,0,Personal Auto,Four-Door Car,525,Oregon,F
NM88660,Master,358588,49080,91,0,Corporate Auto,Four-Door Car,25,Nevada,M
MZ82036,College,488925,42536,63,0,Personal Auto,Four-Door Car,375,Nevada,M
ID20929,Bachelor,275694,29926,74,0,Corporate Auto,Four-Door Car,418,Oregon,M
EY50028,Doctor,328954,0,86,0,Corporate Auto,Two-Door Car,398,Nevada,M
TT82373,Bachelor,1093717,21450,138,0,Personal Auto,Luxury,938,California,F
OH64088,High School or Below,737556,33345,65,0,Corporate Auto,Four-Door Car,338,California,M
SK97780,Bachelor,1011077,15752,90,0,Corporate Auto,Two-Door Car,339,California,F
IO33050,High School or Below,511941,40169,65,1,Personal Auto,Four-Door Car,302,Oregon,F
XA55917,College,853383,26049,113,1,Personal Auto,SUV,619,California,F
JK32620,College,222476,0,68,0,Personal Auto,Four-Door Car,326,Nevada,M
RQ19236,Doctor,804280,55411,100,0,Personal Auto,Luxury,259,Arizona,M
QC47433,College,255443,12459,70,0,Personal Auto,Four-Door Car,336,Oregon,M
RA93608,Bachelor,1807394,64620,76,1,Personal Auto,Two-Door Car,364,Oregon,M
XH97711,Bachelor,243050,83140,61,0,Corporate Auto,Four-Door Car,179,California,M
AU96286,Bachelor,316765,0,92,0,Corporate Auto,Four-Door Car,662,Oregon,F
KC17170,Bachelor,546560,54422,68,0,Corporate Auto,Four-Door Car,75,Arizona,F
ZN47335,College,1035751,68309,131,0,Corporate Auto,SUV,306,California,M
EI46264,High School or Below,253781,56621,65,2,Personal Auto,Four-Door Car,84,California,M
EK87864,College,282194,38977,70,0,Special Auto,Four-Door Car,139,Arizona,F
GV45403,Bachelor,775712,0,111,0,Corporate Auto,Two-Door Car,607,Arizona,M
QK31192,High School or Below,407913,0,114,0,Corporate Auto,Two-Door Car,631,Arizona,M
LU89008,College,595554,0,83,0,Personal Auto,Four-Door Car,628,Arizona,F
NS10490,Bachelor,1415861,83235,70,0,Personal Auto,Two-Door Car,336,Oregon,F
KL98495,College,848723,0,74,0,Personal Auto,Two-Door Car,426,Nevada,M
IU96845,College,628547,32390,80,0,Personal Auto,Four-Door Car,91,Arizona,M
QL93655,High School or Below,1147348,66538,95,0,Personal Auto,Two-Door Car,317,Oregon,F
PF40592,College,494263,23285,65,0,Personal Auto,Two-Door Car,118,Washington,F
LZ34046,Bachelor,2359468,76358,66,0,Personal Auto,Four-Door Car,86,Oregon,M
JC80093,Master,257250,21104,66,0,Personal Auto,Four-Door Car,118,Washington,M
YE88490,College,538089,55350,67,0,Personal Auto,Four-Door Car,321,Arizona,F
YC80498,College,477055,12964,65,0,Personal Auto,Two-Door Car,362,California,F
AI85843,Master,675665,33288,86,2,Personal Auto,Four-Door Car,221,Arizona,F
XD66024,College,593601,0,84,0,Personal Auto,Four-Door Car,980,Arizona,F
FY51713,Bachelor,357076,56168,88,0,Personal Auto,Four-Door Car,614,Arizona,F
PH26378,College,601996,0,92,0,Personal Auto,Four-Door Car,662,California,M
WQ18638,High School or Below,542686,23105,69,0,Personal Auto,Two-Door Car,331,Oregon,M
KY14688,Master,273031,36218,68,0,Personal Auto,Four-Door Car,145,Oregon,F
TC97762,High School or Below,498268,52275,62,0,Corporate Auto,Four-Door Car,374,California,F
QC87108,College,876926,49665,74,0,Personal Auto,Four-Door Car,355,Oregon,F
CX12134,High School or Below,422061,32471,110,0,Personal Auto,Two-Door Car,528,Nevada,M
SM73248,High School or Below,1153750,0,86,1,Corporate Auto,Two-Door Car,619,Arizona,M
CK19789,Master,588718,62773,73,0,Personal Auto,Four-Door Car,80,California,F
UV12583,College,470058,76694,117,0,Personal Auto,SUV,561,California,F
JC11405,High School or Below,1096395,55687,276,0,Personal Auto,Luxury,1324,Oregon,M
KA89683,High School or Below,252317,0,70,0,Personal Auto,Four-Door Car,504,Arizona,F
BG85305,Doctor,375780,36633,96,1,Personal Auto,Four-Door Car,460,Nevada,M
UQ87917,High School or Below,1294173,77060,106,0,Personal Auto,SUV,468,Oregon,M
XN11823,Bachelor,376446,92600,94,0,Corporate Auto,Two-Door Car,842,Nevada,F
OS46571,High School or Below,688955,0,66,0,Personal Auto,Four-Door Car,475,California,M
PX17116,College,362345,0,111,2,Corporate Auto,SUV,1171,Nevada,M
RP19541,College,758211,64801,64,0,Personal Auto,Four-Door Car,268,Arizona,M
ZR25747,College,827774,45257,103,0,Corporate Auto,Two-Door Car,494,Oregon,F
NQ86532,High School or Below,257645,26854,66,0,Personal Auto,Four-Door Car,475,California,M
JY27336,College,820538,85840,102,2,Corporate Auto,SUV,138,Oregon,F
PB54378,Doctor,1958246,26463,72,0,Corporate Auto,Four-Door Car,345,Oregon,F
SV38190,Bachelor,648152,30689,81,0,Personal Auto,Four-Door Car,467,Nevada,F
CV24005,High School or Below,259931,29590,66,0,Corporate Auto,Two-Door Car,467,Oregon,M
EX28656,College,983033,25965,253,0,Personal Auto,Luxury,1214,Oregon,F
CF57022,Bachelor,1044265,17269,139,0,Personal Auto,SUV,667,Oregon,M
GM16780,College,3605753,90330,137,3,Corporate Auto,Luxury,192,Oregon,M
BX94438,High School or Below,847003,0,113,0,Corporate Auto,SUV,619,California,F
RM41745,High School or Below,827878,0,110,0,Personal Auto,Four-Door Car,1002,California,F
XR70252,High School or Below,478893,0,67,1,Personal Auto,Two-Door Car,321,California,F
YH92099,Bachelor,308799,18558,80,0,Special Auto,Four-Door Car,384,Arizona,F
SG81493,Bachelor,444373,46384,113,0,Corporate Auto,Four-Door Car,251,Arizona,M
ZX23819,High School or Below,798408,0,72,0,Personal Auto,Two-Door Car,866,Oregon,F
FJ54907,College,718097,42303,180,0,Personal Auto,Luxury,1210,Oregon,F
CU26127,Bachelor,1565603,71731,130,0,Corporate Auto,SUV,599,California,F
YH60476,High School or Below,578018,51066,74,0,Corporate Auto,Four-Door Car,787,Oregon,M
ZZ97035,College,2071494,0,203,0,Corporate Auto,Luxury,2027,California,M
GE82737,Bachelor,533735,0,86,3,Personal Auto,Four-Door Car,619,Nevada,F
KY21873,College,505082,0,69,0,Personal Auto,Two-Door Car,72,Arizona,M
UA51318,High School or Below,511662,26173,68,1,Corporate Auto,Four-Door Car,449,Arizona,F
BV55014,Bachelor,726873,24445,63,0,Personal Auto,Two-Door Car,302,Oregon,M
HX21307,College,261661,72302,66,0,Personal Auto,Two-Door Car,316,Oregon,M
LQ68252,High School or Below,373843,27208,102,0,Personal Auto,SUV,489,Oregon,M
CR92802,Master,272535,36650,69,1,Special Auto,Four-Door Car,56,California,F
SL35268,College,545386,30855,68,0,Corporate Auto,Four-Door Car,259,Arizona,M
RD62882,Bachelor,684615,0,95,0,Personal Auto,Two-Door Car,456,Arizona,F
JS42382,Master,617291,99960,76,0,Corporate Auto,Four-Door Car,364,Oregon,M
BT30554,Bachelor,1034632,0,98,0,Personal Auto,Four-Door Car,470,Arizona,F
VP57424,Bachelor,699700,55873,88,0,Personal Auto,Four-Door Car,299,Nevada,F
VU19243,High School or Below,419625,18052,111,0,Personal Auto,Four-Door Car,699,Arizona,F
TA82973,High School or Below,785810,28937,104,2,Personal Auto,SUV,117,Oregon,F
GK71720,High School or Below,606434,0,86,0,Personal Auto,Four-Door Car,545,Oregon,F
OQ61223,College,1749752,0,73,0,Personal Auto,Two-Door Car,350,California,M
LL62746,Doctor,897064,12829,118,0,Personal Auto,SUV,328,Oregon,M
JQ56711,Master,592311,92163,73,0,Personal Auto,Two-Door Car,66,Oregon,F
AW77988,High School or Below,3585059,17588,192,0,Personal Auto,Luxury,1382,Oregon,M
QP84605,Bachelor,870984,41546,111,0,Corporate Auto,Four-Door Car,121,Washington,F
MY97912,College,1330933,0,127,0,Personal Auto,SUV,609,Arizona,M
IB87349,High School or Below,452850,70340,113,0,Special Auto,Four-Door Car,542,California,M
AW73065,High School or Below,279190,0,74,0,Personal Auto,Four-Door Car,532,Oregon,F
BW80872,High School or Below,443441,34549,111,0,Personal Auto,Four-Door Car,125,Washington,M
PX70175,College,799600,93459,99,0,Personal Auto,Four-Door Car,655,Arizona,M
KF75098,Bachelor,512973,86148,65,2,Personal Auto,Four-Door Car,312,Arizona,M
IS50283,Bachelor,569717,27048,72,0,Corporate Auto,Four-Door Car,345,California,F
MY64920,College,921713,73259,115,0,Personal Auto,SUV,673,Oregon,F
KN34250,College,1020892,35482,129,0,Corporate Auto,SUV,619,Oregon,F
GN46207,Master,417068,29462,107,1,Personal Auto,SUV,513,Oregon,F
KL57176,College,450540,67801,115,1,Personal Auto,SUV,23,Oregon,F
MN94234,High School or Below,310756,0,94,4,Personal Auto,Two-Door Car,451,California,M
JY90595,High School or Below,552866,16042,73,0,Personal Auto,Two-Door Car,350,Arizona,M
HK26543,High School or Below,504586,28056,64,1,Personal Auto,Four-Door Car,307,California,M
PN86062,High School or Below,296272,16495,85,3,Corporate Auto,Four-Door Car,408,California,M
VW27730,Master,866595,41163,108,0,Corporate Auto,SUV,231,California,F
SH55671,College,1141344,0,161,1,Personal Auto,Luxury,772,Arizona,F
MO56878,Bachelor,1548843,33799,109,3,Corporate Auto,SUV,664,California,M
VO38365,College,886114,90125,110,0,Corporate Auto,SUV,128,Washington,F
SV35618,Bachelor,593474,87747,147,1,Personal Auto,SUV,46,Oregon,F
RX12347,College,354323,35695,90,0,Personal Auto,Four-Door Car,432,Nevada,M
FR55658,Master,349002,90985,87,0,Personal Auto,Four-Door Car,78,California,M
XS12556,College,368309,0,101,0,Corporate Auto,Luxury,564,California,F
ZU73588,College,598977,66839,154,0,Personal Auto,Luxury,739,California,M
WT43034,High School or Below,1250084,0,165,0,Personal Auto,SUV,792,California,F
VM13430,Bachelor,860915,79090,107,0,Corporate Auto,SUV,289,Oregon,F
TC78849,Bachelor,249745,24825,64,0,Personal Auto,Two-Door Car,155,Oregon,M
VC34764,College,701917,26806,63,0,Personal Auto,Four-Door Car,302,California,M
WO90953,College,538792,56835,67,0,Personal Auto,Two-Door Car,326,Oregon,F
IU47468,Bachelor,616555,0,88,0,Special Auto,Two-Door Car,653,Oregon,F
KO46064,Bachelor,273020,46135,69,0,Personal Auto,Four-Door Car,103,California,M
RB34917,Bachelor,516211,0,73,0,Personal Auto,Four-Door Car,809,Arizona,F
BI38192,High School or Below,793706,22862,67,0,Personal Auto,Two-Door Car,321,Oregon,F
PU18983,High School or Below,860815,21450,110,2,Personal Auto,Luxury,528,Oregon,F
SW79912,Bachelor,263254,95854,65,0,Personal Auto,Two-Door Car,312,Oregon,M
